nsujet,ecole,age,sexe,niveau,originp,originm,statmar,adulthab,adtemp,tempsep,voipar,rencfois,travp,scolp,travm,scolm,negp1,negp2,negp3,negp4,negp5,negp6,negp7,negp8,negp9,negm1,negm2,negm3,negm4,negm5,negm6,negm7,negm8,negm9,dets1,dets2,dets3,dets4,dets5,dets6,dets7,dets8,dets9,dets10,dets11,dets12,dets13,dets14,deta1,deta2,deta3,deta4,deta5,deta6,deta7,deta8,deta9,deta10,deta11,deta12,deta13,deta14,mus1,mus2,mus3,mus4,mus5,mus6,mus7,mus8,mus9,mus10,mus11,mus12,mus13,mus14,mus15,mus16,mus17,mus18,muspre,mustemp,mushr,nbconc,musinst,muscomp,comphr,parimp,muscol,musheur,musagg,aprheur,aprmal,poster,info,pers,alien1,alien2,alien3,alien4,alien5,alien6,alien7,alien8,alien9,alien10,alien11,alien12,alien13,alien14,alien15,alien16,alien17,alien18,alien19,alien20,alien21,alien22,alien23,alien24,alien25,alien26,alien27,sui1,sui2,sui3,sui4a,sui4b,sui4c,sui4d,sui4e,sui4f,sui5,sui6,sui7,sui8,sui9a,sui9b,sui9c,sui9d,sui9e,sui9f,drog1,drog2,drog3,drog4
67.00,1.00,17.25,2.00,5.00,1.00,1.00,1.00,1.00,17.00,#NULL!,#NULL!,#NULL!,4.00,4.00,5.00,6.00,3.00,3.00,1.00,1.00,3.00,2.00,1.00,2.00,4.00,3.00,4.00,3.00,2.00,4.00,3.00,3.00,3.00,4.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,2.00,1.00,0.00,1.00,0.00,2.00,2.00,1.00,1.00,4.00,3.00,1.00,1.00,2.00,2.00,4.00,3.00,3.00,4.00,2.00,2.00,3.00,1.00,4.00,5.00,2.00,2.00,16.00,#NULL!,4.00,0.00,2.00,2.00,0.00,2.00,3.00,3.00,3.00,2.00,1.00,1.00,2.00,1.00,2.00,2.00,5.00,5.00,2.00,6.00,1.00,2.00,2.00,2.00,5.00,5.00,5.00,2.00,6.00,3.00,6.00,5.00,5.00,3.00,1.00,5.00,1.00,2.00,5.00,4.00,2.00,1.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,2.00,1.00,1.00,3.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,5.00,2.00,#NULL!,#NULL!
68.00,1.00,17.25,2.00,5.00,1.00,1.00,1.00,1.00,17.00,#NULL!,#NULL!,#NULL!,1.00,1.00,2.00,1.00,4.00,4.00,4.00,3.00,4.00,4.00,3.00,4.00,3.00,4.00,4.00,4.00,3.00,4.00,4.00,3.00,4.00,3.00,2.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,1.00,1.00,2.00,2.00,0.00,2.00,1.00,0.00,0.00,1.00,3.00,1.00,2.00,2.00,1.00,1.00,5.00,4.00,4.00,5.00,1.00,5.00,3.00,4.00,5.00,4.00,3.00,5.00,10.00,6.00,10.00,7.00,1.00,1.00,15.00,4.00,2.00,4.00,3.00,3.00,1.00,1.00,2.00,1.00,2.00,4.00,6.00,6.00,5.00,4.00,2.00,4.00,2.00,2.00,5.00,2.00,2.00,2.00,3.00,4.00,4.00,4.00,5.00,3.00,1.00,3.00,1.00,2.00,5.00,1.00,4.00,1.00,1.00,1.00,2.00,2.00,1.00,1.00,2.00,2.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,5.00,3.00,1.00,1.00
69.00,1.00,16.58,1.00,5.00,1.00,1.00,#NULL!,7.00,4.50,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9.00,4.00,4.00,4.00,4.00,3.00,4.00,4.00,3.00,4.00,3.00,4.00,4.00,4.00,3.00,4.00,4.00,3.00,4.00,3.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,2.00,3.00,1.00,3.00,2.00,1.00,2.00,2.00,2.00,2.00,1.00,1.00,2.00,2.00,4.00,4.00,5.00,2.00,4.00,5.00,4.00,2.00,3.00,5.00,3.00,5.00,12.00,1.50,20.00,2.00,1.00,2.00,6.00,2.00,2.00,3.00,3.00,4.00,1.00,4.00,4.00,2.00,2.00,1.00,3.00,5.00,5.00,3.00,2.00,1.00,2.00,3.00,6.00,2.00,2.00,5.00,2.00,5.00,5.00,5.00,4.00,3.00,1.00,6.00,1.00,3.00,6.00,2.00,3.00,1.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,1.00,2.00,#NULL!,3.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,3.00,3.00,1.00,2.00
70.00,1.00,16.75,2.00,5.00,1.00,1.00,1.00,1.00,16.00,#NULL!,#NULL!,#NULL!,1.00,1.00,1.00,2.00,2.00,2.00,2.00,1.00,4.00,2.00,1.00,2.00,1.00,4.00,3.00,4.00,3.00,4.00,4.00,2.00,4.00,3.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,2.00,1.00,3.00,1.00,2.00,3.00,1.00,1.00,2.00,0.00,0.00,2.00,2.00,4.00,2.00,3.00,2.00,2.00,2.00,4.00,4.00,4.00,4.00,3.00,4.00,5.00,4.00,3.00,5.00,3.00,5.00,13.00,3.00,50.00,3.00,1.00,1.00,2.00,4.00,2.00,2.00,2.00,2.00,2.00,1.00,1.00,1.00,3.00,2.00,6.00,4.00,4.00,6.00,1.00,2.00,2.00,3.00,5.00,1.00,1.00,4.00,4.00,3.00,5.00,4.00,3.00,4.00,3.00,5.00,2.00,1.00,2.00,1.00,4.00,1.00,2.00,1.00,2.00,2.00,1.00,2.00,2.00,2.00,2.00,#NULL!,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00
71.00,1.00,16.58,1.00,5.00,1.00,1.00,1.00,1.00,16.00,#NULL!,#NULL!,#NULL!,1.00,4.00,1.00,4.00,4.00,4.00,3.00,2.00,3.00,3.00,2.00,2.00,1.00,4.00,4.00,3.00,2.00,3.00,3.00,3.00,3.00,2.00,1.00,2.00,1.00,2.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,2.00,2.00,3.00,2.00,2.00,1.00,2.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,2.00,3.00,3.00,2.00,1.00,3.00,3.00,1.00,1.00,2.00,1.00,3.00,3.00,1.00,5.00,4.00,1.00,4.00,4.00,1.00,5.00,18.00,2.00,10.00,1.00,2.00,2.00,0.00,3.00,2.00,3.00,4.00,3.00,1.00,2.00,2.00,3.00,2.00,2.00,2.00,5.00,4.00,4.00,2.00,1.00,2.00,3.00,5.00,1.00,4.00,4.00,2.00,4.00,5.00,5.00,4.00,4.00,2.00,6.00,2.00,2.00,4.00,2.00,5.00,2.00,2.00,#NULL!,2.00,2.00,2.00,2.00,2.00,2.00,2.00,#NULL!,#NULL!,2.00,2.00,2.00,2.00,2.00,2.00,2.00,3.00,1.00,1.00,1.00
72.00,1.00,17.42,1.00,5.00,1.00,1.00,2.00,1.00,17.00,#NULL!,#NULL!,#NULL!,1.00,#NULL!,1.00,5.00,2.00,3.00,1.00,1.00,3.00,2.00,1.00,1.00,1.00,3.00,3.00,2.00,2.00,4.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,2.00,1.00,3.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,2.00,1.00,3.00,2.00,1.00,2.00,1.00,4.00,2.00,3.00,2.00,2.00,2.00,2.00,3.00,3.00,4.00,2.00,4.00,3.00,2.00,3.00,3.00,3.00,4.00,18.00,1.00,15.00,1.00,1.00,2.00,0.00,4.00,3.00,3.00,2.00,3.00,1.00,1.00,1.00,1.00,1.00,4.00,4.00,6.00,4.00,6.00,1.00,1.00,2.00,3.00,2.00,2.00,2.00,5.00,2.00,5.00,4.00,4.00,2.00,4.00,2.00,5.00,2.00,3.00,2.00,1.00,4.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,1.00,1.00,4.00
73.00,1.00,16.75,1.00,5.00,1.00,1.00,1.00,1.00,16.00,#NULL!,#NULL!,#NULL!,1.00,4.00,4.00,3.00,2.00,3.00,2.00,1.00,4.00,2.00,1.00,3.00,3.00,3.00,4.00,3.00,4.00,4.00,3.00,2.00,3.00,4.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,2.00,1.00,2.00,1.00,1.00,2.00,2.00,1.00,3.00,1.00,2.00,1.00,1.00,3.00,2.00,3.00,2.00,1.00,1.00,3.00,2.00,3.00,3.00,2.00,3.00,4.00,2.00,4.00,4.00,3.00,5.00,18.00,3.00,9.00,0.00,2.00,2.00,0.00,4.00,2.00,2.00,2.00,3.00,1.00,1.00,2.00,1.00,2.00,3.00,2.00,6.00,5.00,2.00,2.00,1.00,3.00,1.00,5.00,2.00,3.00,4.00,4.00,4.00,5.00,5.00,4.00,3.00,2.00,5.00,2.00,3.00,5.00,3.00,4.00,1.00,2.00,1.00,2.00,2.00,2.00,1.00,2.00,2.00,1.00,2.00,3.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,5.00,5.00,1.00,1.00
74.00,1.00,15.00,1.00,5.00,1.00,1.00,1.00,1.00,15.00,#NULL!,#NULL!,#NULL!,5.00,3.00,1.00,3.00,2.00,3.00,2.00,1.00,4.00,1.00,1.00,1.00,1.00,4.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,0.00,2.00,0.00,2.00,2.00,2.00,2.00,2.00,1.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,3.00,2.00,1.00,4.00,3.00,3.00,5.00,4.00,4.00,3.00,3.00,5.00,4.00,3.00,5.00,4.00,3.00,5.00,15.00,1.00,22.00,2.00,1.00,2.00,4.00,4.00,2.00,4.00,3.00,4.00,1.00,4.00,4.00,2.00,1.00,2.00,5.00,6.00,5.00,5.00,1.00,6.00,2.00,1.00,2.00,2.00,2.00,4.00,4.00,6.00,5.00,5.00,1.00,2.00,1.00,5.00,1.00,2.00,4.00,2.00,5.00,1.00,2.00,1.00,2.00,2.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,1.00,2.00,5.00,5.00,1.00,1.00
75.00,1.00,16.50,1.00,5.00,1.00,1.00,1.00,1.00,17.00,#NULL!,#NULL!,#NULL!,1.00,1.00,2.00,2.00,4.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,3.00,1.00,1.00,4.00,1.00,1.00,2.00,1.00,2.00,2.00,1.00,4.00,5.00,2.00,2.00,4.00,1.00,5.00,13.00,3.50,5.00,0.00,2.00,2.00,0.00,3.00,1.00,4.00,2.00,4.00,1.00,1.00,1.00,2.00,1.00,1.00,4.00,6.00,6.00,2.00,1.00,1.00,1.00,1.00,6.00,1.00,1.00,2.00,1.00,6.00,6.00,5.00,4.00,1.00,1.00,6.00,1.00,1.00,6.00,1.00,6.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,2.00,2.00,#NULL!,3.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,5.00,3.00,1.00,1.00
76.00,1.00,16.58,1.00,5.00,1.00,1.00,2.00,1.00,16.00,#NULL!,#NULL!,#NULL!,1.00,3.00,1.00,5.00,4.00,4.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,4.00,4.00,4.00,3.00,4.00,3.00,3.00,3.00,1.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,1.00,1.00,2.00,1.00,2.00,1.00,3.00,1.00,1.00,0.00,2.00,1.00,1.00,2.00,3.00,1.00,4.00,4.00,3.00,1.00,1.00,4.00,1.00,4.00,1.00,#NULL!,4.00,4.00,1.00,4.00,4.00,1.00,5.00,18.00,4.00,2.00,0.00,1.00,1.00,1.00,2.00,3.00,3.00,2.00,3.00,1.00,1.00,2.00,1.00,4.00,3.00,4.00,4.00,5.00,5.00,1.00,1.00,2.00,4.00,6.00,2.00,2.00,5.00,5.00,5.00,6.00,4.00,4.00,4.00,4.00,2.00,1.00,2.00,5.00,1.00,4.00,1.00,2.00,4.00,2.00,2.00,2.00,1.00,1.00,2.00,2.00,#NULL!,3.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,3.00,1.00,1.00,1.00
77.00,1.00,16.67,1.00,5.00,1.00,1.00,1.00,1.00,16.00,#NULL!,#NULL!,#NULL!,1.00,3.00,1.00,3.00,4.00,4.00,2.00,2.00,4.00,3.00,2.00,3.00,3.00,4.00,4.00,3.00,3.00,4.00,4.00,3.00,3.00,3.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,2.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,3.00,3.00,1.00,3.00,4.00,1.00,2.00,3.00,1.00,4.00,18.00,1.00,1.00,0.00,2.00,2.00,0.00,4.00,2.00,3.00,3.00,3.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,5.00,4.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,2.00,6.00,4.00,4.00,6.00,2.00,3.00,3.00,2.00,5.00,3.00,3.00,5.00,1.00,1.00,2.00,2.00,#NULL!,2.00,2.00,2.00,2.00,2.00,2.00,2.00,#NULL!,#NULL!,2.00,2.00,2.00,2.00,2.00,2.00,2.00,4.00,1.00,1.00,1.00
78.00,1.00,17.00,1.00,5.00,1.00,1.00,1.00,1.00,17.00,#NULL!,#NULL!,#NULL!,3.00,6.00,1.00,5.00,4.00,3.00,4.00,2.00,3.00,4.00,3.00,3.00,3.00,4.00,3.00,4.00,3.00,3.00,4.00,4.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,2.00,1.00,4.00,2.00,4.00,4.00,2.00,#NULL!,2.00,3.00,4.00,5.00,2.00,5.00,5.00,5.00,5.00,2.00,3.00,5.00,14.00,6.00,70.00,10.00,1.00,1.00,30.00,4.00,1.00,4.00,2.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,6.00,6.00,6.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,4.00,5.00,6.00,5.00,6.00,4.00,1.00,1.00,6.00,1.00,1.00,4.00,1.00,4.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,3.00,1.00,1.00,1.00
79.00,1.00,17.25,1.00,5.00,1.00,1.00,1.00,1.00,17.00,#NULL!,#NULL!,#NULL!,1.00,6.00,1.00,5.00,4.00,4.00,4.00,4.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,2.00,4.00,2.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,2.00,3.00,1.00,0.00,1.00,1.00,1.00,2.00,1.00,2.00,0.00,1.00,1.00,1.00,2.00,2.00,2.00,0.00,1.00,1.00,5.00,4.00,1.00,1.00,3.00,1.00,2.00,4.00,1.00,4.00,4.00,1.00,5.00,1.00,1.00,5.00,10.00,17.00,20.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,5.00,5.00,6.00,4.00,6.00,4.00,1.00,1.00,2.00,5.00,1.00,2.00,2.00,1.00,6.00,6.00,6.00,6.00,1.00,1.00,5.00,1.00,1.00,6.00,1.00,6.00,1.00,1.00,1.00,1.00,2.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,4.00,2.00,1.00,1.00
80.00,1.00,17.33,2.00,5.00,1.00,1.00,1.00,1.00,17.00,#NULL!,#NULL!,#NULL!,1.00,6.00,1.00,3.00,4.00,4.00,4.00,4.00,4.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,3.00,4.00,4.00,4.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,3.00,1.00,3.00,3.00,1.00,1.00,4.00,1.00,2.00,1.00,1.00,4.00,4.00,2.00,1.00,3.00,1.00,3.00,12.00,1.00,0.33,0.00,2.00,2.00,0.00,1.00,2.00,1.00,3.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,5.00,5.00,6.00,4.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,6.00,4.00,6.00,3.00,1.00,6.00,1.00,2.00,6.00,1.00,4.00,2.00,2.00,#NULL!,2.00,2.00,2.00,2.00,2.00,2.00,#NULL!,#NULL!,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,#NULL!,#NULL!,#NULL!
81.00,1.00,17.67,2.00,5.00,1.00,1.00,1.00,1.00,17.00,#NULL!,#NULL!,#NULL!,1.00,3.00,1.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,3.00,4.00,2.00,4.00,4.00,4.00,4.00,4.00,3.00,4.00,4.00,3.00,2.00,1.00,1.00,2.00,3.00,2.00,3.00,0.00,1.00,0.00,2.00,3.00,3.00,2.00,0.00,0.00,1.00,2.00,2.00,2.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,2.00,5.00,1.00,1.00,1.00,1.00,1.00,5.00,2.00,1.00,1.00,2.00,5.00,5.00,2.00,5.00,2.00,1.00,3.00,13.00,2.00,14.00,2.00,1.00,2.00,7.00,3.00,2.00,4.00,1.00,4.00,1.00,1.00,2.00,4.00,3.00,6.00,6.00,1.00,3.00,6.00,3.00,3.00,6.00,6.00,4.00,1.00,1.00,1.00,4.00,2.00,6.00,6.00,3.00,6.00,1.00,6.00,1.00,1.00,6.00,2.00,5.00,1.00,2.00,1.00,2.00,2.00,2.00,2.00,1.00,2.00,2.00,#NULL!,3.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,5.00,3.00,1.00,1.00
82.00,1.00,18.17,2.00,5.00,4.00,4.00,1.00,1.00,18.00,#NULL!,#NULL!,#NULL!,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,4.00,2.00,1.00,2.00,1.00,2.00,4.00,2.00,2.00,4.00,2.00,1.00,1.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,2.00,4.00,1.00,3.00,4.00,1.00,1.00,1.00,2.00,5.00,5.00,5.00,2.00,4.00,4.00,4.00,5.00,4.00,5.00,16.00,3.00,4.00,0.00,1.00,1.00,10.00,3.00,1.00,4.00,1.00,3.00,2.00,1.00,1.00,1.00,1.00,4.00,1.00,3.00,3.00,6.00,1.00,1.00,5.00,2.00,6.00,4.00,2.00,5.00,6.00,4.00,5.00,2.00,6.00,4.00,5.00,6.00,4.00,6.00,6.00,1.00,1.00,2.00,2.00,#NULL!,2.00,2.00,2.00,2.00,2.00,2.00,2.00,#NULL!,#NULL!,2.00,2.00,2.00,2.00,2.00,2.00,2.00,3.00,3.00,1.00,1.00
83.00,1.00,15.42,2.00,3.00,1.00,1.00,1.00,1.00,15.00,#NULL!,#NULL!,#NULL!,1.00,5.00,4.00,5.00,3.00,3.00,3.00,3.00,1.00,2.00,4.00,4.00,1.00,4.00,3.00,4.00,4.00,1.00,2.00,4.00,4.00,3.00,#NULL!,1.00,0.00,3.00,0.00,0.00,1.00,3.00,0.00,1.00,3.00,2.00,3.00,1.00,#NULL!,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,5.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,8.00,3.00,1.00,0.00,1.00,2.00,1.00,3.00,2.00,4.00,2.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,5.00,1.00,5.00,2.00,6.00,3.00,1.00,4.00,5.00,3.00,6.00,4.00,2.00,3.00,6.00,5.00,1.00,2.00,3.00,5.00,4.00,1.00,1.00,#NULL!,4.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,1.00,2.00,1.00,1.00,3.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,3.00,1.00,1.00,1.00
84.00,1.00,14.58,1.00,3.00,1.00,1.00,3.00,6.00,1.50,4.50,#NULL!,#NULL!,1.00,6.00,1.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,2.00,2.00,5.00,3.00,2.00,1.00,3.00,2.00,2.00,3.00,4.00,2.00,3.00,3.00,5.00,1.00,4.00,5.00,3.00,5.00,16.00,2.50,8.00,2.00,2.00,2.00,0.00,3.00,4.00,4.00,4.00,4.00,1.00,2.00,3.00,1.00,1.00,2.00,2.00,6.00,6.00,4.00,1.00,1.00,4.00,2.00,6.00,1.00,2.00,6.00,1.00,6.00,6.00,6.00,6.00,2.00,1.00,6.00,1.00,2.00,6.00,4.00,5.00,2.00,2.00,#NULL!,2.00,2.00,2.00,2.00,2.00,2.00,2.00,#NULL!,#NULL!,2.00,2.00,2.00,2.00,2.00,2.00,2.00,3.00,1.00,1.00,1.00
85.00,1.00,14.75,1.00,3.00,1.00,1.00,1.00,1.00,14.00,#NULL!,#NULL!,#NULL!,2.00,6.00,1.00,5.00,4.00,4.00,4.00,2.00,4.00,3.00,3.00,4.00,2.00,4.00,3.00,4.00,2.00,3.00,3.00,2.00,3.00,2.00,1.00,1.00,2.00,1.00,1.00,2.00,1.00,1.00,0.00,1.00,2.00,1.00,1.00,0.00,1.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,1.00,3.00,2.00,2.00,3.00,3.00,1.00,2.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,2.00,1.00,2.00,4.00,1.00,3.00,2.00,1.00,2.00,13.00,1.00,0.50,0.00,2.00,2.00,0.00,4.00,2.00,4.00,3.00,4.00,1.00,1.00,2.00,2.00,2.00,3.00,1.00,5.00,5.00,2.00,1.00,2.00,6.00,6.00,5.00,1.00,2.00,5.00,1.00,4.00,5.00,5.00,2.00,3.00,2.00,5.00,1.00,2.00,5.00,1.00,6.00,2.00,2.00,#NULL!,2.00,2.00,2.00,2.00,2.00,2.00,2.00,#NULL!,#NULL!,2.00,2.00,2.00,2.00,2.00,2.00,2.00,3.00,2.00,1.00,1.00
86.00,1.00,14.50,1.00,3.00,1.00,1.00,1.00,1.00,14.00,#NULL!,#NULL!,#NULL!,1.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,4.00,2.00,1.00,1.00,1.00,4.00,4.00,3.00,1.00,4.00,3.00,2.00,2.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,2.00,2.00,0.00,2.00,5.00,2.00,1.00,2.00,2.00,1.00,5.00,1.00,4.00,1.00,1.00,3.00,3.00,1.00,#NULL!,5.00,#NULL!,3.00,#NULL!,1.00,3.00,0.00,2.00,2.00,0.00,2.00,1.00,3.00,1.00,2.00,1.00,1.00,1.00,1.00,2.00,2.00,5.00,5.00,4.00,4.00,2.00,3.00,1.00,4.00,6.00,1.00,1.00,3.00,6.00,5.00,6.00,4.00,4.00,3.00,1.00,5.00,1.00,3.00,6.00,3.00,3.00,2.00,2.00,#NULL!,2.00,2.00,2.00,2.00,2.00,2.00,2.00,#NULL!,#NULL!,2.00,2.00,2.00,2.00,2.00,2.00,2.00,5.00,5.00,1.00,1.00
87.00,1.00,14.75,1.00,3.00,1.00,1.00,1.00,1.00,15.00,#NULL!,#NULL!,#NULL!,1.00,#NULL!,1.00,#NULL!,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,2.00,2.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,2.00,1.00,1.00,1.00,1.00,3.00,1.00,3.00,2.00,1.00,4.00,3.00,1.00,2.00,5.00,1.00,4.00,16.00,2.83,17.00,2.00,1.00,1.00,15.00,4.00,2.00,3.00,1.00,4.00,1.00,3.00,4.00,2.00,1.00,1.00,5.00,6.00,6.00,4.00,1.00,6.00,4.00,2.00,6.00,1.00,1.00,6.00,1.00,5.00,6.00,6.00,5.00,2.00,1.00,6.00,1.00,1.00,6.00,1.00,6.00,2.00,2.00,#NULL!,2.00,2.00,2.00,2.00,2.00,2.00,2.00,#NULL!,#NULL!,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00
88.00,1.00,14.58,1.00,3.00,1.00,1.00,1.00,1.00,14.00,#NULL!,#NULL!,#NULL!,1.00,3.00,1.00,3.00,3.00,4.00,3.00,2.00,2.00,2.00,3.00,2.00,2.00,4.00,4.00,3.00,3.00,3.00,3.00,4.00,3.00,3.00,1.00,0.00,1.00,2.00,0.00,3.00,0.00,1.00,0.00,3.00,1.00,1.00,2.00,2.00,2.00,2.00,1.00,1.00,1.00,2.00,2.00,2.00,1.00,2.00,2.00,1.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,5.00,1.00,1.00,1.00,1.00,5.00,2.00,1.00,5.00,1.00,1.00,3.00,7.00,3.00,15.00,2.00,1.00,2.00,2.00,2.00,1.00,3.00,4.00,2.00,1.00,4.00,4.00,2.00,5.00,3.00,1.00,2.00,3.00,3.00,2.00,6.00,4.00,5.00,2.00,4.00,#NULL!,2.00,2.00,4.00,3.00,4.00,1.00,2.00,3.00,6.00,4.00,2.00,6.00,5.00,3.00,1.00,1.00,4.00,2.00,1.00,2.00,2.00,2.00,2.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,5.00,4.00,4.00,5.00
